,mem,page,total
7820,1679508,13740908,15926896
7821,1683468,13720996,15912036
7822,1683468,13738380,15928936
7823,1683468,13755256,15946568
7824,1683468,13774236,15964964
7826,1683468,13791892,15982140
7827,1683732,13808628,15998220
7828,1683732,13824836,16015388
7829,1683732,13841528,16030556
7830,1683732,13857744,16044616
7831,1683732,13875268,16061264
7832,1683732,13892480,16078276
7833,1683732,13909696,16095656
7834,1683732,13925556,16111564
7835,1683732,13943076,16129552
7836,1683732,13960504,16146908
7837,1683732,13976444,16162740
7838,1664436,13906908,16077588
7839,1664436,13922108,16092832
7840,1664436,13938036,16109512
7841,1664436,13952628,16123192
7842,1664436,13966640,16138632
7843,1664436,13980996,16153208
7844,1664436,13994960,16166688
7845,1664224,13996176,16162420
7846,1663536,13979724,16150088
7847,1663536,13994456,16166088
7848,1663100,13985328,16155692
7849,1663100,13999468,16170180
7850,1665316,13990608,16164688
7851,1668820,13982832,16161220
7852,1672324,13976340,16157200
7853,1675848,13966812,16150532
7854,1679808,13981188,16164816
7855,1680916,13912568,16103492
7856,1680916,13925704,16116116
7857,1680916,13938628,16129324
7858,1680916,13951996,16142248
7859,1680916,13964596,16152992
7860,1680916,13977444,16169468
7861,1680728,13968228,16161232
7862,1680232,13959692,16151600
7863,1680232,13973420,16164956
7864,1679736,13960736,16153396
7865,1679720,13972192,16164180
7866,1679316,13962408,16154516
7867,1679316,13976420,16167948
7868,1678868,13966360,16158272
7870,1678456,13958308,16149856
7871,1678456,13972152,16163216
7872,1678068,13962368,16152240
7873,1678068,13975656,16164732
7874,1677604,13965012,16153472
7875,1656936,13969704,16140416
7876,1656144,13986060,16154324
7877,1651240,13950364,16112656
7878,1650236,13992692,16152756
7879,1649588,13753844,15918000
7880,1651428,13975192,16137672
7881,1651200,13991260,16155160
7882,1651304,13989708,16155952
7883,1651484,13994032,16159100
7884,1652240,13989524,16149852
7885,1651900,13990900,16153240
7886,1647496,13341580,15504196
7887,1647496,13366704,15529032
7888,1647496,13390368,15552460
7889,1647496,13412736,15574532
7890,1650924,13435268,15600740
7891,1654884,13458520,15626876
7892,1658580,13479540,15653052
7893,1662276,13501852,15679024
7894,1666236,13524844,15706256
7895,1669668,13508452,15694160
7896,1669668,13529664,15715012
7897,1669668,13548468,15733464
7898,1669668,13570040,15754868
7899,1669668,13589872,15774524
7900,1669668,13610400,15795480
7901,1669932,13631312,15816420
7902,1669932,13651672,15837564
7903,1669932,13669692,15854400
7904,1669932,13687360,15872828
7905,1669932,13707596,15893060
7906,1669932,13726340,15911000
7907,1669932,13744176,15928852
7908,1669932,13761380,15945656
7909,1669932,13780072,15964784
7911,1669932,13797248,15981952
7912,1669932,13814892,16000112
7913,1669932,13834216,16019760
7914,1651616,13812804,15978352
7915,1651616,13831280,15996788
7916,1651616,13849316,16014656
7917,1651616,13867012,16032400
7918,1651616,13882728,16048552
7919,1651616,13898648,16065256
7920,1651616,13914488,16081628
7921,1651616,13930620,16096212
7922,1651616,13945916,16111852
7923,1651616,13962756,16129344
7924,1651616,13980036,16147536
7925,1651616,13997044,16163904
7926,1651120,13989708,16156504
7927,1650700,13982428,16149896
7928,1653604,13997824,16167940
7929,1656288,13991036,16164464
7930,1659284,13982432,16159112
7931,1662028,13974968,16154172
7932,1664740,13967512,16151260
7933,1667416,13960116,16147524
7934,1668912,13910648,16098988
7935,1668912,13926464,16112740
7936,1668912,13943300,16129104
7937,1668912,13959092,16145500
7938,1668912,13975500,16162332
7939,1668444,13966392,16153040
7940,1668524,13970524,16156620
7941,1668100,13963320,16148976
7942,1668100,13977128,16162144
7943,1667624,13968120,16152836
7944,1667220,13962036,16147376
7945,1667220,13977536,16163812
7946,1666728,13969316,16154976
7947,1666312,13961044,16146712
7948,1666312,13976300,16161908
7949,1665916,13968324,16153028
7950,1665528,13961572,16147364
7951,1665528,13976296,16160408
7952,1665100,13968300,16152296
7953,1665100,13983820,16167880
7955,1644200,13942168,16106392
7956,1643336,13989784,16150796
7957,1638112,13874444,16031876
7958,1638112,13989244,16146448
7959,1637428,13815328,15972376
7960,1637428,13939800,16094680
7961,1636996,13859180,15985612
7962,1636996,13912464,16068836
7963,1636644,13994468,16149924
7964,1636012,13776528,15934004
7965,1636012,13891612,16045184
7966,1636012,13981072,16135332
7967,1635036,14001204,16155496
7968,1634744,13749156,15905576
7969,1634744,13850328,16004920
7970,1634744,13999240,16152072
7971,1635516,13997308,16152196
7972,1636812,13997592,16155460
7973,1637768,13522528,15680800
7974,1641728,13546436,15709404
7975,1645688,13570252,15737132
7976,1649384,13593728,15764096
7977,1652552,13576916,15752040
7978,1652552,13597236,15772900
7979,1652552,13618568,15794140
7980,1652552,13640396,15816048
7981,1652552,13661000,15837824
7982,1652552,13681824,15857408
7983,1652816,13700948,15878364
7984,1652816,13720256,15896364
7985,1652816,13740008,15916052
7986,1652816,13759216,15934692
7987,1652816,13778688,15954964
7988,1652816,13799772,15975280
7989,1652816,13818640,15993944
7990,1652816,13837512,16012844
7991,1652816,13856024,16031808
7992,1652816,13876748,16051196
7993,1652816,13894888,16069600
7994,1652816,13913148,16089028
7996,1652816,13931208,16108244
7997,1634348,13911064,16068452
7998,1634348,13929208,16085328
7999,1634348,13946472,16102992
8000,1634348,13962956,16120380
8001,1634348,13979292,16135792
8002,1634348,13995920,16154804
8003,1633892,13986692,16145736
8004,1633892,14003264,16160892
8005,1633488,13992848,16150560
8006,1633488,14012224,16169936
8007,1633044,14003784,16162340
8008,1632676,13993912,16151840
8009,1632676,14010380,16166856
8010,1632228,14003568,16164628
8011,1634724,13994320,16156944
8012,1637220,13985992,16150624
8013,1640520,13978352,16145616
8014,1643688,13994288,16165696
8015,1646660,13992044,16167508
8016,1649864,13992976,16166928
8017,1651200,13941640,16119636
8018,1651200,13958676,16134752
8019,1651200,13973900,16150300
8020,1651200,13988696,16167756
8021,1650720,13979944,16158280
8022,1650320,13970300,16149360
8023,1650584,13986028,16164756
8024,1650332,13982404,16159596
8025,1650024,13971368,16147784
8026,1650024,13987656,16164048
8027,1649636,13976120,16151260
8028,1649636,13991748,16167000
8029,1649268,13980624,16155792
8030,1648916,13972820,16146868
8031,1648916,13986648,16160364
8032,1648544,13976164,16149140
8033,1648544,13992960,16166904
8034,1648188,13983300,16155328
8035,1647816,13972812,16145992
8036,1647816,13988908,16162700
8037,1627032,13927696,16084124
8038,1626756,14011860,16166404
8040,1623592,13905548,16058556
8041,1623592,14011600,16161956
8042,1622416,14003400,16152460
8043,1621572,13999976,16148276
8044,1621572,13750728,15899832
8045,1621572,13865496,16013468
8046,1621572,13977212,16123176
8047,1621252,13709936,15856824
8048,1621252,13818424,15963308
8049,1621252,13924336,16069440
8050,1621252,13721312,15869480
8051,1621252,13743436,15891396
8052,1622040,13764764,15913164
8053,1626264,13786240,15938764
8054,1630488,13805612,15962256
8055,1634976,13827836,15989496
8056,1638936,13846908,16013144
8057,1641312,13827412,15997456
8058,1641312,13845144,16015168
8059,1641312,13864512,16033792
8060,1641312,13882632,16051448
8061,1641312,13900684,16069032
8062,1641576,13918144,16087892
8063,1641576,13936920,16105996
8064,1641576,13954388,16123496
8065,1641576,13971144,16139780
8066,1641576,13988124,16158316
8067,1641100,13980736,16150348
8068,1641100,13997144,16166304
8069,1640692,13988520,16158584
8070,1640156,13982136,16150280
8071,1640156,13999880,16167392
8072,1639756,13993784,16162240
8073,1639324,13986660,16155032
8074,1620252,13935900,16086468
8075,1620252,13952300,16100588
8076,1620252,13967716,16117268
8077,1620252,13983748,16132640
8078,1620252,14000824,16149304
8079,1620252,14015672,16163732
8080,1619868,14006416,16155132
8081,1619548,13999528,16148232
8082,1619548,14013700,16164004
8084,1619252,14005076,16154400
8085,1618928,13996604,16145788
